+Requests: 217
req0;z26;0;900;84;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req1;z26;3;960;200;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req2;z26;7;900;270;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req3;z26;10;960;240;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req4;z26;17;780;388;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req5;z26;21;900;266;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req6;z26;24;960;203;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req7;z26;7;540;180;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req8;z2;2;540;530;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req9;z36;2;570;235;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req10;z36;2;630;483;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req11;z36;9;720;194;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req12;z36;9;720;338;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req13;z36;9;660;1303;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req14;z48;10;1050;5072;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req15;z10;3;960;3770;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req16;z26;17;840;288;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req17;z33;11;840;534;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req18;z36;2;780;413;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req19;z33;20;840;247;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req20;z36;2;720;220;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req21;z36;1;840;207;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req22;z36;3;600;335;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req23;z40;3;930;268;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req24;z26;15;480;198;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req25;z33;3;480;609;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req26;z36;2;990;150;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req27;z48;15;960;4017;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req28;z33;3;540;166;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req29;z34;26;675;405;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req30;z34;19;675;375;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req31;z33;0;900;231;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req32;z33;12;525;313;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req33;z2;3;765;199;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req34;z2;9;540;578;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req35;z2;16;540;534;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req36;z36;3;840;116;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req37;z33;7;450;628;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req38;z32;1;450;245;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
req39;z32;3;450;228;car4,car3,car6,car2,car0,car7,car11,car8,car9,car10,car5;100;20
